,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_model__C,param_model__penalty,param_pca,param_scale,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
77,2.42864672343,0.0144282182058,0.492079507618,0.487174343939,10000.0,l1,"PCA(copy=True, iterated_power='auto', n_components=20, random_state=None,
  svd_solver='auto', tol=0.0, whiten=False)","RobustScaler(copy=True, quantile_range=(25.0, 75.0), with_centering=True,
       with_scaling=True)","{'model__C': 10000.0, 'model__penalty': 'l1', 'pca': PCA(copy=True, iterated_power='auto', n_components=20, random_state=None,
  svd_solver='auto', tol=0.0, whiten=False), 'scale': RobustScaler(copy=True, quantile_range=(25.0, 75.0), with_centering=True,
       with_scaling=True)}",71,0.532006658596,0.526865445739,0.466399273498,0.466439651911,0.477826547601,0.468217934166,1.34350013356,0.0026791431165,0.0286176868959,0.0280752351556
78,6.29714624087,0.00818308194478,0.58039047523,0.590820931904,10000.0,l1,"PCA(copy=True, iterated_power='auto', n_components=40, random_state=None,
  svd_solver='auto', tol=0.0, whiten=False)",,"{'model__C': 10000.0, 'model__penalty': 'l1', 'pca': PCA(copy=True, iterated_power='auto', n_components=40, random_state=None,
  svd_solver='auto', tol=0.0, whiten=False), 'scale': None}",38,0.587318401937,0.595845315574,0.577644922052,0.590238365494,0.576207053125,0.586379114642,0.183575587206,0.000827190510497,0.00493419465683,0.00388645320203
79,4.1734559536,0.0141637325287,0.617218242357,0.648812266112,10000.0,l1,"PCA(copy=True, iterated_power='auto', n_components=40, random_state=None,
  svd_solver='auto', tol=0.0, whiten=False)","StandardScaler(copy=True, with_mean=True, with_std=True)","{'model__C': 10000.0, 'model__penalty': 'l1', 'pca': PCA(copy=True, iterated_power='auto', n_components=40, random_state=None,
  svd_solver='auto', tol=0.0, whiten=False), 'scale': StandardScaler(copy=True, with_mean=True, with_std=True)}",27,0.542070217918,0.662289995459,0.650143786893,0.643662504729,0.659452096262,0.640484298146,1.98348260406,0.00187648143038,0.0532773891763,0.00961811279305
80,3.0896636645,0.0128266811371,0.492079507618,0.487174343939,10000.0,l1,"PCA(copy=True, iterated_power='auto', n_components=40, random_state=None,
  svd_solver='auto', tol=0.0, whiten=False)","RobustScaler(copy=True, quantile_range=(25.0, 75.0), with_centering=True,
       with_scaling=True)","{'model__C': 10000.0, 'model__penalty': 'l1', 'pca': PCA(copy=True, iterated_power='auto', n_components=40, random_state=None,
  svd_solver='auto', tol=0.0, whiten=False), 'scale': RobustScaler(copy=True, quantile_range=(25.0, 75.0), with_centering=True,
       with_scaling=True)}",71,0.532006658596,0.526865445739,0.466399273498,0.466439651911,0.477826547601,0.468217934166,1.66443581249,0.000477357739157,0.0286176868959,0.0280752351556
81,4.51662460963,0.00214862823486,0.587680355161,0.600935814053,10000.0,l2,,,"{'model__C': 10000.0, 'model__penalty': 'l2', 'pca': None, 'scale': None}",37,0.58330811138,0.600348115635,0.5830180112,0.604010594022,0.596715604662,0.598448732501,0.071190748822,1.80601090092e-05,0.00638974214849,0.0023083353262
82,4.43680930138,0.00973908106486,0.627535062052,0.655030034892,10000.0,l2,,"StandardScaler(copy=True, with_mean=True, with_std=True)","{'model__C': 10000.0, 'model__penalty': 'l2', 'pca': None, 'scale': StandardScaler(copy=True, with_mean=True, with_std=True)}",18,0.558565375303,0.665733313153,0.656576358408,0.650662126372,0.667473891327,0.648694665153,0.054208615054,0.000362289371823,0.0489751011615,0.00761086285288
83,2.84840226173,0.00844844182332,0.532539602462,0.50537261002,10000.0,l2,,"RobustScaler(copy=True, quantile_range=(25.0, 75.0), with_centering=True,
       with_scaling=True)","{'model__C': 10000.0, 'model__penalty': 'l2', 'pca': None, 'scale': RobustScaler(copy=True, quantile_range=(25.0, 75.0), with_centering=True,
       with_scaling=True)}",65,0.562273002421,0.497124262146,0.508248827002,0.499091940976,0.527092477675,0.519901626939,1.45172398006,0.000508922587466,0.0223893274542,0.0103049240482
84,2.93740431468,0.00581471125285,0.572999697306,0.586621087336,10000.0,l2,"PCA(copy=True, iterated_power='auto', n_components=20, random_state=None,
  svd_solver='auto', tol=0.0, whiten=False)",,"{'model__C': 10000.0, 'model__penalty': 'l2', 'pca': PCA(copy=True, iterated_power='auto', n_components=20, random_state=None,
  svd_solver='auto', tol=0.0, whiten=False), 'scale': None}",54,0.584064769976,0.593007416377,0.566444679885,0.583995459705,0.568487967307,0.582860385925,0.0705063546276,0.000496407266805,0.00786911585583,0.00453952986456
85,1.59585873286,0.0142370065053,0.630990818283,0.640437697758,10000.0,l2,"PCA(copy=True, iterated_power='auto', n_components=20, random_state=None,
  svd_solver='auto', tol=0.0, whiten=False)","StandardScaler(copy=True, with_mean=True, with_std=True)","{'model__C': 10000.0, 'model__penalty': 'l2', 'pca': PCA(copy=True, iterated_power='auto', n_components=20, random_state=None,
  svd_solver='auto', tol=0.0, whiten=False), 'scale': StandardScaler(copy=True, with_mean=True, with_std=True)}",9,0.601089588378,0.652527622219,0.641667927955,0.636208853575,0.650219464205,0.63257661748,0.483083024248,0.00232250133896,0.0214312143982,0.00867651965026
86,2.44621276855,0.0122443040212,0.492079507618,0.487174343939,10000.0,l2,"PCA(copy=True, iterated_power='auto', n_components=20, random_state=None,
  svd_solver='auto', tol=0.0, whiten=False)","RobustScaler(copy=True, quantile_range=(25.0, 75.0), with_centering=True,
       with_scaling=True)","{'model__C': 10000.0, 'model__penalty': 'l2', 'pca': PCA(copy=True, iterated_power='auto', n_components=20, random_state=None,
  svd_solver='auto', tol=0.0, whiten=False), 'scale': RobustScaler(copy=True, quantile_range=(25.0, 75.0), with_centering=True,
       with_scaling=True)}",71,0.532006658596,0.526865445739,0.466399273498,0.466439651911,0.477826547601,0.468217934166,0.491473045899,0.000954008884818,0.0286176868959,0.0280752351556
87,4.18618734678,0.00735704104106,0.573024921804,0.586671538877,10000.0,l2,"PCA(copy=True, iterated_power='auto', n_components=40, random_state=None,
  svd_solver='auto', tol=0.0, whiten=False)",,"{'model__C': 10000.0, 'model__penalty': 'l2', 'pca': PCA(copy=True, iterated_power='auto', n_components=40, random_state=None,
  svd_solver='auto', tol=0.0, whiten=False), 'scale': None}",51,0.584064769976,0.593158771,0.566596034509,0.58407113129,0.568412289995,0.58278471434,0.0601691424623,0.00159921299788,0.00784207350393,0.00461713133249
88,3.40455738703,0.0169983704885,0.617546160831,0.648812267066,10000.0,l2,"PCA(copy=True, iterated_power='auto', n_components=40, random_state=None,
  svd_solver='auto', tol=0.0, whiten=False)","StandardScaler(copy=True, with_mean=True, with_std=True)","{'model__C': 10000.0, 'model__penalty': 'l2', 'pca': PCA(copy=True, iterated_power='auto', n_components=40, random_state=None,
  svd_solver='auto', tol=0.0, whiten=False), 'scale': StandardScaler(copy=True, with_mean=True, with_std=True)}",22,0.542675544794,0.662327834115,0.650522173452,0.643624668937,0.659452096262,0.640484298146,1.24849895099,0.00485443164474,0.0530708837945,0.00964255832835
89,2.21858334541,0.0142897764842,0.492079507618,0.487174343939,10000.0,l2,"PCA(copy=True, iterated_power='auto', n_components=40, random_state=None,
  svd_solver='auto', tol=0.0, whiten=False)","RobustScaler(copy=True, quantile_range=(25.0, 75.0), with_centering=True,
       with_scaling=True)","{'model__C': 10000.0, 'model__penalty': 'l2', 'pca': PCA(copy=True, iterated_power='auto', n_components=40, random_state=None,
  svd_solver='auto', tol=0.0, whiten=False), 'scale': RobustScaler(copy=True, quantile_range=(25.0, 75.0), with_centering=True,
       with_scaling=True)}",71,0.532006658596,0.526865445739,0.466399273498,0.466439651911,0.477826547601,0.468217934166,0.464283062002,0.000210998362132,0.0286176868959,0.0280752351556
